post_id,content,rating,category,raw_text_feedback,client_id,agent_type,persona,platform,archetype,rag_queries_used,metadata,status,confidence_score,refinement_data,lab_entry_date,actionability_score,created_at,reviewed_at,notes
20251226_100038_Facebook_Hands_3,"היי אהובות! 🎁  
יש לנו הצעה מיוחדת בשבילכן! 🌈  
כשאתן רוכשות את הסרום אבסולוט - פרימיום, תקבלו משלוח חינם על רכישות מעל 60€! וגם, כל הזמנה תגיע אליכן תוך 48 שעות.  
ולא רק זה - תקבלו 2 דוגמיות לבחירה ",2,Words,המכירות בשקלים ולא ביורו למרות שמהאתר זה מגיע ככה. בבקשה אל תכתוב יותר מחיר ביורו או במטבע אחר שהוא לא שקלים.,Lierac,facebook_copywriter,Professional Dana,Facebook,Hands,[],"{""session_id"": ""20251226_100038"", ""generation_time"": 122.87374019622803, ""word_count"": 61}",approved,0.6699999999999999,,,0.9,2025-12-26 08:07:10,,
20251226_121143_LinkedIn_Hands_3,"האם אתם מחפשים פתרון איכותי לסימני הזדקנות העור? סרום אבסולו - פרימיום הוא המוצר שאתם צריכים! 

🌟 **ההצעה שלנו:** 
- משלוח חינם על רכישות מעל 60€ 
- הזמנות יגיעו תוך 48 שעות 
- 2 דוגמיות מתנה עם כל רכ",3,Words,המחירים חיייבים להיות בשקלים. אם אין מחיר בשקלים אל תכניס את זה לתוכן,Lierac,linkedin_copywriter,Professional Dana,LinkedIn,Hands,[],"{""session_id"": ""20251226_121143"", ""generation_time"": 131.61206245422363, ""word_count"": 68}",approved,0.72,,,0.9,2025-12-26 10:20:28,,
20251226_121143_LinkedIn_Head_2,"סרום אבסולו - פרימיום הוא הפתרון האנטי-אייג'ינג המתקדם ביותר בשוק. עם תמציות בוטניות ייחודיות, הסרום פועל על 9 סימנים נראים של הזדקנות, כולל חוסן, טונוס ואלסטיות. 

הנתונים מדברים בעד עצמם: מחקרים מרא",2,Structure,,Lierac,linkedin_copywriter,Professional Dana,LinkedIn,Head,[],"{""session_id"": ""20251226_121143"", ""generation_time"": 131.61206245422363, ""word_count"": 80}",approved,0.73,"{""category"": ""Structure"", ""selected_options"": [""חסרה הצעת ערך מרכזית""], ""selected_followup"": [], ""short_explanation"": ""המטרה לכוון בפלטפורמת LINKEDIN לארגונים וחברות. זאת אומרת הטבוות לעובדים. מטרות משותפות וכן הלאה."", ""refined_at"": ""2025-12-26T12:23:01.545132""}",2025-12-26T12:21:08.518863,1.0,2025-12-26 10:21:08,2025-12-26 10:23:01,Refined in Lab: המטרה לכוון בפלטפורמת LINKEDIN לארגונים וחברות. זא
20251229_101636_LinkedIn_Heart_1,"🌟 **האם גם אתם מרגישים שהעור שלכם זקוק לתשומת לב מיוחדת?**  
לא משנה כמה קרמים ניסיתם, הצלוליט עדיין כאן?  
אתם לא לבד. רבים מאיתנו מתמודדים עם בעיות עור שמקשות עלינו להרגיש בטוחים בעצמנו.  
הקונסנטרט",2,Platform_Fit,"כל הפניות בלינקדאין צריכים להיות לקבל של מנהלים בארגון או חברה שמכוונים לפעילות החברה. קנייה מרוכזת, הזמנה להיכרות, מבצע ממוקד, או משהו בסגנון",Lierac,linkedin_copywriter,Professional Dana,LinkedIn,Heart,[],"{""session_id"": ""20251229_101636"", ""generation_time"": 90.32931399345398, ""word_count"": 70}",approved,0.8799999999999999,,,0.9,2025-12-29 08:22:07,,
20251229_101636_LinkedIn_Head_2,"📊 **האם ידעתם?** מחקרים מראים כי 90% מהנשים והגברים מתמודדים עם בעיות צלוליט, אך לא כולם יודעים שיש פתרון טבעי ויעיל.  
הקונסנטרט קריו-אקטיב - בודי-סקולפט מכיל 90% מרכיבים טבעיים ומסייע בהידוק העור וב",2,Platform_Fit,הקריאה בסוף לפעולה צריכה להיות מכוונת למנהלים בארגונים או חברות לטובת העובדים שלהם ולא לאדם פרטי,Lierac,linkedin_copywriter,Professional Dana,LinkedIn,Head,[],"{""session_id"": ""20251229_101636"", ""generation_time"": 90.32931399345398, ""word_count"": 60}",approved,0.7899999999999999,,,0.9,2025-12-29 08:22:50,,
20251229_101636_LinkedIn_Hands_3,"🎁 **הזדמנות שלא תרצו לפספס!**  
רכישת הקונסנטרט קריו-אקטיב - בודי-סקולפט מעל 60€ תזכה אתכם במשלוח חינם!  
בנוסף, תקבלו 2 דוגמיות לבחירה מתנה עם כל רכישה.  
התחילו לשפר את מראה העור שלכם עם מוצר טבעי ו",2,Words,אסור לנקוב מחיר שהוא לא בשקלים.,Lierac,linkedin_copywriter,Professional Dana,LinkedIn,Hands,[],"{""session_id"": ""20251229_101636"", ""generation_time"": 90.32931399345398, ""word_count"": 45}",approved,0.7899999999999999,,,0.9,2025-12-29 08:23:28,,
20251229_101636_Facebook_Head_2,"היי לכולן, 👋  
האם ידעתן שהצלוליט הוא תופעה נפוצה מאוד, והשפעתו נוגעת לעור של 80% מהנשים? 🤯  
הקונסנטרט קריו-אקטיב שלנו מכיל 90% מרכיבים טבעיים, והוא פועל על ידי הידוק העור והפחתת המראה של הצלוליט. בע",1,Words,אסור לנקוב במחיר באינו בשקלים. המידע הגיע מאתר חיצוני אבל אם אין מחיר בשקלים אין להעביר את זה הלאה,Lierac,facebook_copywriter,Professional Dana,Facebook,Head,[],"{""session_id"": ""20251229_101636"", ""generation_time"": 90.32931399345398, ""word_count"": 63}",approved,0.82,,,0.9,2025-12-29 08:24:42,,
20251229_101636_Facebook_Hands_3,"היי אהובות, 🌸  
רוצה להרגיש את השינוי? עם הקונסנטרט קריו-אקטיב שלנו, אתן יכולות להפחית את מראה הצלוליט ולשפר את מראה העור!  
לרגל ההשקה, אנחנו מציעות לכן משלוח חינם על רכישות מעל 60€! 🎉  
וגם - קבלו 2",3,Tone,,Lierac,facebook_copywriter,Professional Dana,Facebook,Hands,[],"{""session_id"": ""20251229_101636"", ""generation_time"": 90.32931399345398, ""word_count"": 64}",pending_refinement,0.57,,2025-12-29T10:24:59.425066,1.0,2025-12-29 08:24:59,,
20251229_103406_LinkedIn_Heart_1,"האם את מרגישה שהצלוליט מפריע לך להרגיש טוב בעור שלך? 
כמובן שזה טבעי, אבל למה לא לתת לעור שלך את הפינוק שהוא זקוק לו? 
עם Le Concentré Cryoactif - Body-Sculpt, את לא לבד. אנחנו כאן כדי לעזור לך להרגיש",3,Tone,,Lierac,linkedin_copywriter,Friendly Dana,LinkedIn,Heart,[],"{""session_id"": ""20251229_103406"", ""generation_time"": 117.42122077941895, ""word_count"": 54}",pending_refinement,0.57,,2025-12-29T10:36:54.001741,0.0,2025-12-29 08:36:54,,
20251229_104448_LinkedIn_Head_2,"מדהים לדעת ש-90% מהמרכיבים בקונסנטראט קריו-אקטיב הם טבעיים! 🌱
המחקר שלנו מצביע על כך שהמוצר לא רק מפחית את המראה של צלוליט, אלא גם מחזק את העור לאורך זמן. פיתוח המוצר נעשה על ידי מעבדות ליאראק, עם רכי",3,Tone,,Lierac,linkedin_copywriter,Friendly Dana,LinkedIn,Head,[],"{""session_id"": ""20251229_104448"", ""generation_time"": 85.04435181617737, ""word_count"": 63}",pending_refinement,0.5800000000000001,,2025-12-29T10:53:00.306047,0.0,2025-12-29 08:53:00,,
